Cat,Year,Mo.,Da.,Hr.,Min.,Sec.,Latitude,Longitude,depth,mag_magtype,provider,mag_magtype,provider,Mw_source
EUR,1933,11,6,7,7,16,39.3,46.6,33,5.50UK,KRK,,,5.50KRK
EUR,1934,2,4,9,35,22,40.5,19.25,25,5.60Ms,TRI,,,5.60TRI
EUR,1934,11,9,13,40,56,36.7,25.7,140,6.30UK,KRK,,,6.30KRK
EUR,1934,11,27,,,,37.9,40.2,33,6.20UK,KRK,,,6.20KRK
EUR,1934,12,15,,,,38.9,40.5,33,5.80UK,KRK,,,5.80KRK
EUR,1935,2,25,2,51,31,36,25,33,7.30UK,KRK,,,7.30KRK
EUR,1935,3,18,8,40,41,35.5,27,130,6.50UK,KRK,,,6.50KRK
EUR,1935,4,9,19,59,41,42.2,48.8,150,6.30UK,KRK,,,6.30KRK
EUR,1935,5,1,10,24,37,40.4,43.4,33,6.20UK,KRK,,,6.20KRK
EUR,1936,3,24,19,46,22,39,42,33,6.00UK,KRK,,,6.00KRK
EUR,1936,4,28,23,15,26,36.7,26.7,170,6.00UK,KRK,,,6.00KRK
EUR,1936,5,1,10,24,44,39.6,43.1,33,5.60UK,KRK,,,5.60KRK
EUR,1936,8,8,4,12,43,34,26,60,5.90UK,KRK,,,5.90KRK
EUR,1937,12,16,17,35,28,35.7,23.2,33,6.50UK,KRK,,,6.50KRK
EUR,1938,5,12,22,9,37,34.8,26.2,33,5.80UK,KRK,,,5.80KRK
EUR,1938,6,3,16,38,3,34.5,26.5,120,5.90UK,KRK,,,5.90KRK
EUR,1938,7,20,0,23,35,38.3,23.8,33,6.10UK,KRK,,,6.10KRK
EUR,1939,12,28,3,25,20,40,37,33,5.70UK,KRK,,,5.70KRK
EUR,1940,4,13,6,29,2,38.8,35.2,33,5.60UK,KRK,,,5.60KRK
EUR,1940,5,7,22,23,43,42,43,33,6.50UK,KRK,,,6.50KRK
EUR,1940,7,24,22,15,27,34.5,34,80,5.70UK,KRK,,,5.70KRK
EUR,1940,12,20,5,18,,38.3,38.2,33,5.80UK,KRK,,,5.80KRK
EUR,1941,1,20,3,37,7,35,34,100,6.60UK,KRK,,,6.60KRK
EUR,1941,12,13,6,15,59,37.2,28.3,100,6.50UK,KRK,,,6.50KRK
EUR,1942,5,21,3,42,41,37.5,20.5,150,6.10UK,KRK,,,6.10KRK
EUR,1942,6,16,9,13,,35.7,23.2,150,6.00UK,KRK,,,6.00KRK
EUR,1942,6,21,4,38,43,36.5,27,130,6.40UK,KRK,,,6.40KRK
EUR,1942,8,27,6,14,11,41.7,20.4,33,6.00UK,KRK,,,6.00KRK
EUR,1943,1,7,22,36,,37.3,20.6,100,6.10UK,KRK,,,6.10KRK
EUR,1943,6,27,10,5,37,35,26,100,6.10UK,KRK,,,6.10KRK
EUR,1943,7,27,,,,35,26,70,5.50UK,KRK,,,5.50KRK
EUR,1943,10,16,13,8,46,36.4,27.9,110,6.60UK,KRK,,,6.60KRK
EUR,1943,12,7,1,19,,41,35.6,33,5.60UK,KRK,,,5.60KRK
EUR,1944,4,15,4,40,,40.5,31.2,,5.60UK,KRK,,,5.60KRK
EUR,1944,6,28,2,57,21,36,45,33,5.50UK,KRK,,,5.50KRK
EUR,1944,8,9,17,36,37,36.5,27.5,100,5.90UK,KRK,,,5.90KRK
EUR,1944,8,17,13,28,4,35.5,26.5,100,5.50UK,KRK,,,5.50KRK
EUR,1945,9,,,,,39,43.3,33,5.80UK,KRK,,,5.80KRK
EUR,1947,6,4,0,29,55,40,24,80,6.20UK,KRK,,,6.20KRK
EUR,1947,7,7,22,35,50,38,20.5,100,6.20UK,KRK,,,6.20KRK
EUR,1947,8,30,22,21,31,35.1,23.4,33,6.40UK,KRK,,,6.40KRK
EUR,1947,12,9,23,40,5,36.6,35.5,33,5.80UK,KRK,,,5.80KRK
EUR,1947,12,14,,,,39.9,42.5,33,5.50UK,KRK,,,5.50KRK
EUR,1948,4,22,10,42,45,38.8,20.6,33,6.70UK,KRK,,,6.70KRK
EUR,1948,4,30,14,50,,36,31,45,5.80UK,KRK,,,5.80KRK
EUR,1948,6,29,16,6,29,41.9,46.4,80,6.10UK,KRK,,,6.10KRK
EUR,1948,7,24,6,3,5,35.2,24.4,100,7.00UK,KRK,,,7.00KRK
EUR,1948,8,10,13,26,49,36.9,28.8,33,5.60UK,KRK,,,5.60KRK
EUR,1948,9,11,8,52,32,37.2,23.2,100,6.50UK,KRK,,,6.50KRK
EUR,1949,1,14,15,53,58,38.9,25,33,5.60UK,KRK,,,5.60KRK
EUR,1949,6,17,4,20,,34,28.5,100,5.80UK,KRK,,,5.80KRK
EUR,1951,3,18,9,24,30,39.9,42.1,33,5.50UK,KRK,,,5.50KRK
EUR,1951,5,28,14,16,,31.8,27,100,6.20UK,KRK,,,6.20KRK
EUR,1952,1,31,0,21,,40,41.7,33,6.00UK,KRK,,,6.00KRK
EUR,1952,3,9,4,45,25,38,20.8,100,5.70UK,KRK,,,5.70KRK
EUR,1952,6,12,,11,,34.8,26.2,150,6.00UK,KRK,,,6.00KRK
EUR,1952,9,3,13,48,2,39,43,33,5.50UK,KRK,,,5.50KRK
EUR,1952,12,17,23,3,58,34.7,24.7,100,7.10UK,KRK,,,7.10KRK
EUR,1953,2,14,8,53,13,35.5,26.5,100,6.20UK,KRK,,,6.20KRK
EUR,1953,3,15,14,15,54,34,25,100,5.60UK,KRK,,,5.60KRK
EUR,1953,3,18,19,6,13,40.1,27.3,10,7.50UK,KRK,,,7.50KRK
EUR,1953,5,2,18,37,38,38.7,26.5,33,6.00UK,KRK,,,6.00KRK
EUR,1953,6,23,1,53,12,36,25,100,6.10UK,KRK,,,6.10KRK
EUR,1953,12,15,16,40,19,39.1,41.4,33,5.50UK,KRK,,,5.50KRK
EUR,1954,1,18,14,16,,37.7,21.2,90,6.10UK,KRK,,,6.10KRK
EUR,1954,3,21,18,58,,34.5,25,130,5.70UK,KRK,,,5.70KRK
EUR,1954,3,23,12,58,,40.5,27.5,100,5.50UK,KRK,,,5.50KRK
EUR,1954,6,11,11,25,36,41.4,44.1,33,5.50UK,KRK,,,5.50KRK
EUR,1954,8,3,18,18,13,40.1,24.5,33,6.00UK,KRK,,,6.00KRK
EUR,1954,9,4,4,19,12,36.7,26.7,130,5.60UK,KRK,,,5.60KRK
EUR,1954,10,24,0,44,36,40,40,33,6.00UK,KRK,,,6.00KRK
EUR,1954,12,23,16,27,18,37.9,21.1,33,6.00UK,KRK,,,6.00KRK
EUR,1955,1,11,9,21,,35.2,23.5,130,5.80UK,KRK,,,5.80KRK
EUR,1955,1,28,7,41,,33.9,23.6,130,6.20UK,KRK,,,6.20KRK
EUR,1955,4,19,16,47,19,39.4,23.1,33,6.30UK,KRK,,,6.30KRK
EUR,1955,7,9,23,53,42,40.7,22.2,33,5.60UK,KRK,,,5.60KRK
EUR,1956,5,15,18,34,,37.5,20.5,15,5.60UK,KRK,,,5.60KRK
EUR,1958,6,5,13,29,,37,20.7,120,5.80UK,KRK,,,5.80KRK
EUR,1961,11,28,8,58,,40,26.3,120,6.00UK,KRK,,,6.00KRK
EUR,1962,8,28,10,59,,37.7,22.3,120,6.90UK,KRK,,,6.90KRK
GREAT,1939,12,26,23,57,21,39.5,38.5,,7.70mB,ABE1,8.00Ms,KMORI,8.00ABE1
GREEK,1917,11,28,10,21,10,38.5,20.6,,5.70Ms,GREEK,,,5.70GREEK
GREEK,33,,,,0,0,40.6,29.7,,6.80Ms,GREEK,,,6.80GREEK
GREEK,358,8,24,,,,40.6,29.6,,7.60Ms,GREEK,,,7.60GREEK
GREEK,488,9,26,,,,40.8,29.4,,7.00Ms,GREEK,,,7.00GREEK
GREEK,796,4,7,,,,35.6,25.2,61,7.50Ms,GREEK,,,7.50GREEK
GREEK,865,5,16,,,,41,28.8,,6.80Ms,GREEK,,,6.80GREEK
GREEK,1672,5,25,,,,41,30,,6.50Ms,GREEK,,,6.50GREEK
GREEK,1901,10,25,16,18,30,37,22.2,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1901,12,24,23,18,0,37.2,22.2,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1902,11,5,23,50,30,38.2,20.5,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1903,5,29,9,34,30,39.8,18.7,,6.00Ms,GREEK,,,6.00GREEK
GREEK,1903,7,19,18,7,54,35,30,,5.70Ms,GREEK,,,5.70GREEK
GREEK,1903,11,25,23,16,42,42.1,23.2,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1904,4,5,9,33,30,37.8,22.2,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1904,5,19,10,2,30,38.4,27.2,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1905,6,3,4,15,30,38.2,20.5,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1905,10,23,2,38,48,41.4,24,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1905,11,18,0,19,0,41,23,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1907,8,16,13,30,30,41.1,20.1,,6.20Ms,GREEK,,,6.20GREEK
GREEK,1909,2,15,9,34,30,42.5,26.4,,5.90Ms,GREEK,,,5.90GREEK
GREEK,1909,7,15,0,34,42,37.9,21.5,,5.70Ms,GREEK,,,5.70GREEK
GREEK,1910,12,27,3,54,30,37.9,21.2,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1912,5,17,16,38,8,34.2,23.7,,5.90Ms,GREEK,,,5.90GREEK
GREEK,1913,7,6,7,5,47,35.9,23.2,,5.70Ms,GREEK,,,5.70GREEK
GREEK,1915,5,17,10,39,23,38,21,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1915,6,4,17,22,2,39.1,21.5,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1915,6,24,5,20,36,35,24,,5.90Ms,GREEK,,,5.90GREEK
GREEK,1916,2,6,14,39,40,39.1,23.5,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1916,9,27,15,2,13,38.9,23,,5.90Ms,GREEK,,,5.90GREEK
GREEK,1916,11,25,2,2,48,38,19,,5.70Ms,GREEK,,,5.70GREEK
GREEK,1917,3,14,18,12,30,40,20,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1917,4,26,13,14,18,39.8,20.4,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1918,1,27,12,56,47,38.5,22,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1918,2,9,12,28,42,39.3,23.7,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1918,3,17,13,45,5,35,27.5,,5.70Ms,GREEK,,,5.70GREEK
GREEK,1919,1,5,15,25,30,40,20,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1920,1,9,11,58,27,41.7,26.2,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1920,7,21,14,29,5,34.4,27,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1920,10,21,18,57,48,39.6,20.3,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1921,1,27,11,30,9,36,28,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1921,3,30,15,5,30,41.7,20.5,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1921,6,26,3,40,38,39.3,21,,5.70Ms,GREEK,,,5.70GREEK
GREEK,1921,8,10,14,10,32,42.3,21.4,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1922,3,8,17,33,45,34.5,25,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1922,6,5,4,31,5,35,22.5,,5.90Ms,GREEK,,,5.90GREEK
GREEK,1922,8,8,3,49,6,37.5,23.2,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1923,1,21,4,13,30,37,20.5,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1923,5,29,11,34,20,41,30,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1924,11,13,9,44,10,39.3,20.7,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1925,2,7,12,14,58,37,19,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1925,4,5,3,4,25,35.5,29,,5.90Ms,GREEK,,,5.90GREEK
GREEK,1926,1,13,1,47,4,38.6,28.1,,5.90Ms,GREEK,,,5.90GREEK
GREEK,1926,2,26,16,8,23,37.8,21.1,,5.70Ms,GREEK,,,5.70GREEK
GREEK,1926,8,18,17,5,1,38.5,20.7,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1927,3,24,14,46,35,35,26,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1927,6,30,22,59,36,39,20.7,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1930,6,25,21,25,30,35.2,23.8,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1931,6,30,10,23,56,36.5,23,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1931,11,23,23,32,10,36.5,21.5,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1932,3,9,10,16,55,38.2,20.5,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1932,6,29,2,30,6,35.5,27.6,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1934,2,21,11,37,20,34.5,22.5,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1936,4,8,4,17,18,41,23.5,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1938,2,10,20,37,53,34.8,26.2,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1938,3,13,17,45,32,38.8,20.6,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1939,9,15,23,16,26,39.8,29.6,,5.70Ms,GREEK,,,5.70GREEK
GREEK,1942,6,1,9,17,40,39.3,22.4,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1943,1,7,11,14,45,38.5,20.5,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1944,7,20,10,37,20,35.5,26.5,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1946,4,12,7,36,43,35.5,26.5,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1946,7,16,5,26,26,33.8,25.3,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1947,4,19,20,29,35,39.2,23.6,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1947,6,1,11,18,35,36.6,21.5,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1947,9,13,15,11,17,37.4,20,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1947,11,6,16,8,0,40.2,24.5,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1948,3,29,10,22,40,35.1,23.4,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1948,5,22,5,7,40,33.3,23.5,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1948,8,27,10,44,6,42,19.5,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1948,9,21,17,53,53,36.6,21.5,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1948,10,10,17,43,1,35.1,23.4,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1950,9,23,6,23,40,34.8,25.6,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1952,3,19,1,27,29,39.8,28.7,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1952,10,5,10,54,56,37.5,20.8,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1953,1,7,1,18,57,41.3,20.6,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1953,6,13,18,38,58,38.1,22.6,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1953,9,5,14,18,41,37.9,23.1,,5.80Ms,GREEK,,,5.80GREEK
GREEK,1954,5,1,20,53,31,37.8,27.1,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1955,1,3,1,7,3,39.2,22.1,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1955,3,28,14,45,50,37.7,21.2,,5.70Ms,GREEK,,,5.70GREEK
GREEK,1955,4,13,20,45,46,37.2,22.3,,5.90Ms,GREEK,,,5.90GREEK
GREEK,1957,2,19,7,43,59,36.2,21.6,,5.90Ms,GREEK,,,5.90GREEK
GREEK,1958,1,16,4,18,15,39.5,25.4,,5.70Ms,GREEK,,,5.70GREEK
GREEK,1958,9,2,1,13,23,37.5,20.7,,5.50Ms,GREEK,,,5.50GREEK
GREEK,1960,2,23,7,34,31,39,20.6,,5.60Ms,GREEK,,,5.60GREEK
GREEK,1960,11,5,20,20,48,39.1,20.6,,5.70Ms,GREEK,,,5.70GREEK
GUTE,1910,8,21,16,11,30,34,27,170,6.50UK,PAS,,,6.50PAS
GUTE,1911,4,30,20,42,30,36,30,180,6.25UK,PAS,,,6.30PAS
GUTE,1921,4,20,16,4,20,34,33,,5.60UK,PAS,,,5.60PAS
GUTE,1924,9,10,11,59,30,37,32,,5.60UK,PAS,,,5.60PAS
GUTE,1927,11,12,14,45,50,32.5,46.5,,5.60UK,PAS,,,5.60PAS
GUTE,1928,8,23,6,15,55,36.5,36,,5.60UK,PAS,,,5.60PAS
GUTE,1929,2,10,17,20,16,44,44,,5.60UK,PAS,,,5.60PAS
GUTE,1929,5,18,6,37,51,40,38,,6.50UK,PAS,,,6.50PAS
GUTE,1929,7,15,7,44,14,32,49.5,,6.25UK,PAS,,,6.20PAS
GUTE,1929,8,4,9,3,53,36,31,,5.60UK,PAS,,,5.60PAS
GUTE,1930,3,6,9,18,32,35,24.5,100,6.00UK,PAS,,,6.00PAS
GUTE,1931,7,12,22,24,22,39.5,26,,5.60UK,PAS,,,5.60PAS
GUTE,1931,7,31,0,2,55,40.5,40,,5.60UK,PAS,,,5.60PAS
GUTE,1932,1,22,0,48,56,33,47,,5.60UK,PAS,,,5.60PAS
GUTE,1932,3,15,7,44,34,41,45,,5.60UK,PAS,,,5.60PAS
GUTE,1932,3,15,10,18,6,34,48,,5.60UK,PAS,,,5.60PAS
GUTE,1932,4,27,1,47,46,34,23.5,,5.60UK,PAS,,,5.60PAS
GUTE,1932,5,7,14,54,9,36.25,45,,5.60UK,PAS,,,5.60PAS
GUTE,1932,5,14,3,44,53,36,28.5,,5.60UK,PAS,,,5.60PAS
GUTE,1932,10,23,13,36,35,35.25,27.25,,5.60UK,PAS,,,5.60PAS
GUTE,1933,4,28,22,28,41,35.25,27,,5.60UK,PAS,,,5.60PAS
GUTE,1934,3,8,2,56,47,33.25,26,,5.60UK,PAS,,,5.60PAS
GUTE,1934,6,19,18,43,15,39,31,,5.60UK,PAS,,,5.60PAS
GUTE,1934,11,12,7,19,16,39,41,,6.00UK,PAS,,,6.00PAS
GUTE,1934,11,21,22,26,13,34,26,,5.60UK,PAS,,,5.60PAS
GUTE,1936,6,13,0,32,39,32.75,22.5,,5.60UK,PAS,,,5.60PAS
GUTE,1936,6,14,17,1,30,37,35.5,,5.60UK,PAS,,,5.60PAS
GUTE,1936,9,21,11,41,24,41,33,,5.60UK,PAS,,,5.60PAS
GUTE,1937,1,2,14,4,2,35,25,,5.60UK,PAS,,,5.60PAS
GUTE,1938,9,18,3,50,38,38,22.5,100,6.50UK,PAS,,,6.50PAS
GUTE,1939,1,25,11,2,22,31,50,,5.60UK,PAS,,,5.60PAS
GUTE,1939,5,20,9,35,23,41,19.5,,5.60UK,PAS,,,5.60PAS
GUTE,1939,11,4,10,15,24,32,49.5,,6.00UK,PAS,,,6.00PAS
GUTE,1940,7,6,17,45,12,33.5,46.5,,5.60UK,PAS,,,5.60PAS
GUTE,1941,6,10,20,38,43,32,47.5,,5.60UK,PAS,,,5.60PAS
GUTE,1941,6,24,15,16,10,41,20.5,,5.60UK,PAS,,,5.60PAS
GUTE,1946,4,5,20,54,5,35.25,23.5,100,6.00UK,PAS,,,6.00PAS
GUTE,1946,7,27,16,25,43,36,46,,5.50UK,PAS,,,5.50PAS
GUTE,1946,8,17,9,48,6,35,46,,5.60UK,PAS,,,5.60PAS
GUTE,1946,8,17,23,37,40,35,46,,5.60UK,PAS,,,5.60PAS
IPRG,1907,6,22,17,40,,33.6,35.3,,5.70mb,IPRG,,,5.70IPRG
IPRG,1924,2,18,17,4,,34.3,33.9,,6.00mb,IPRG,,,6.00IPRG
IPRG,1924,2,27,20,4,,32.599,36.1,,5.70mb,IPRG,,,5.70IPRG
IPRG,1927,7,11,13,3,,31.8,35.5,,6.20mb,IPRG,,,6.20IPRG
IPRG,1951,1,30,23,7,,32.2,33.3,,6.20mb,IPRG,,,6.20IPRG
IPRG,1952,10,15,17,50,,34.7,32.8,,5.60mb,IPRG,,,5.60IPRG
IPRG,1954,9,13,21,46,,30.9,35.3,,5.50mb,IPRG,,,5.50IPRG
IPRG,1957,11,3,9,56,,32.5,35.8,,5.50mb,IPRG,,,5.50IPRG
IPRG,1961,9,15,1,46,,34.9,33.8,,6.00mb,IPRG,,,6.00IPRG
ISS,1953,6,3,16,5,24,40.1,28.8,,6.00UK,IST,,,6.00IST
ISS,1953,11,8,14,45,46,39.1,24.2,,5.50UK,ATH,,,5.50ATH
ISS,1954,8,5,20,39,8,35.8,27.5,,5.50UK,ATH,,,5.50ATH
ITALY,1088,9,10,,,,40.5,18,,5.80Ms,ITALY,,,5.80ITALY
MEAST,1903,3,29,22,30,0,32.2,35.5,,5.30ML,MEAST,5.70Ms,MEAST,5.70MEAST
MEAST,1903,4,19,0,0,0,39.1,42.4,,5.60ML,MEAST,6.80Ms,MEAST,6.80MEAST
MEAST,1905,12,4,12,20,0,38,37,60,5.70ML,MEAST,7.00Ms,MEAST,7.00MEAST
MEAST,1908,9,28,6,28,0,38,44,33,5.30ML,MEAST,5.80Ms,MEAST,5.80MEAST
MEAST,1909,1,23,2,48,0,33.4,49.1,,5.80ML,MEAST,7.30Ms,MEAST,7.30MEAST
MEAST,1909,2,9,11,24,6,40,38,60,5.50ML,MEAST,6.50Ms,MEAST,6.50MEAST
MEAST,1926,6,26,19,46,0,36.5,27.5,100,6.00ML,MEAST,8.10Ms,MEAST,8.10MEAST
MEAST,1926,10,22,19,59,0,40.7,43.7,7,5.30ML,MEAST,5.70Ms,MEAST,5.70MEAST
MEAST,1938,4,19,10,56,0,39.1,34,,5.60ML,MEAST,6.80Ms,MEAST,6.80MEAST
MEAST,1938,4,19,10,59,0,39.6,33.7,,5.60ML,MEAST,6.70Ms,MEAST,6.70MEAST
MEAST,1940,2,20,0,0,0,38.4,35.5,,5.30ML,MEAST,5.70Ms,MEAST,5.70MEAST
GREEK,1940,2,23,0,39,51,40.6,19.6,,5.50Ms,GREEK,,,5.50GREEK
MEAST,1941,9,10,21,53,0,39.5,43.3,,5.40ML,MEAST,6.00Ms,MEAST,6.00MEAST
MEAST,1942,11,26,22,20,0,40.5,34,,5.80ML,MEAST,7.60Ms,MEAST,7.60MEAST
MEAST,1942,12,20,14,3,0,40.7,36.8,,5.80ML,MEAST,7.30Ms,MEAST,7.30MEAST
MEAST,1943,1,20,15,32,0,40.8,30.5,,5.50ML,MEAST,6.60Ms,MEAST,6.60MEAST
MEAST,1943,11,26,22,20,0,41,33.7,,5.80ML,MEAST,7.60Ms,MEAST,7.60MEAST
MEAST,1944,2,1,3,23,0,41.5,32.4,,5.80ML,MEAST,7.40Ms,MEAST,7.40MEAST
EUR,1944,3,11,9,,,40.8,32.2,33,5.80UK,KRK,,,5.80KRK
MEAST,1945,12,21,0,0,0,38,28.9,,5.30ML,MEAST,5.70Ms,MEAST,5.70MEAST
MEAST,1946,5,31,3,12,0,40,41.5,,5.40ML,MEAST,6.00Ms,MEAST,6.00MEAST
MEAST,1956,3,16,19,32,0,33.6,35.6,16,5.40ML,MEAST,6.00Ms,MEAST,6.00MEAST
MEAST,1956,7,9,3,11,0,37,26,60,5.80ML,MEAST,7.60Ms,MEAST,7.60MEAST
MEAST,1957,5,26,6,33,0,40.7,30.9,,5.70ML,MEAST,7.20Ms,MEAST,7.20MEAST
MEAST,1957,12,13,1,45,0,34.3,47.8,40,5.70ML,MEAST,7.20Ms,MEAST,7.20MEAST
MEAST,1958,8,16,19,13,0,34.3,47.8,,5.60ML,MEAST,6.80Ms,MEAST,6.80MEAST
MEAST,1959,4,25,0,26,0,37,28.7,,5.40ML,MEAST,6.30Ms,MEAST,6.30MEAST
MEAST,1959,12,25,15,57,0,39.1,41.6,,5.40ML,MEAST,6.20Ms,MEAST,6.20MEAST
