Cat,Year,Mo.,Da.,Hr.,Min.,Sec.,Latitude,Longitude,depth,mag_magtype,provider,mag_magtype,provider,Mw_source
MEAST,1962,9,1,19,20,0,35.6,49.8,27,5.70ML,MEAST,7.20Ms,MEAST,7.20MEAST
MEAST,1962,9,4,22,59,0,39.9,43.9,,5.20ML,MEAST,5.50Ms,MEAST,5.50MEAST
MED,1951,8,31,12,29,37,35.5,22.8,,5.70Ms,MED,,,5.70MED
MED,1962,3,18,15,30,30,40.7,19.6,,6.10Ms,MED,,,6.10MED
MED,1903,8,11,4,32,54,36,23,100,8.00Ms,MED,,,8.00MED
MED,1905,10,8,7,27,30,41.8,23.1,,6.50Ms,MED,,,6.50MED
MED,1905,12,4,7,4,0,39,39,,6.80Ms,MED,,,6.80MED
MED,1908,5,17,12,30,42,35.5,24,120,6.70Ms,MED,,,6.70MED
MED,1911,3,11,20,40,30,42,23,,5.50Ms,MED,,,5.50MED
MED,1912,8,9,1,29,0,40.6,27.2,,7.70Ms,MED,,,7.70MED
MED,1913,6,14,9,33,13,43.1,25.7,,6.90Ms,MED,,,6.90MED
MED,1914,9,17,13,0,48,37.75,21,,5.60Ms,MED,,,5.60MED
MED,1915,5,19,4,48,24,37.6,39.5,,5.50Ms,MED,,,5.50MED
MED,1918,9,29,12,7,5,35.2,34.7,,6.50Ms,MED,,,6.50MED
MED,1919,8,19,20,17,20,35.2,34.7,,5.50Ms,MED,,,5.50MED
MED,1919,8,22,22,35,47,40,20,,5.50Ms,MED,,,5.50MED
MED,1920,12,18,2,1,24,41.1,20.1,,6.00Ms,MED,,,6.00MED
MED,1921,10,21,2,6,10,41.1,20.1,,5.50Ms,MED,,,5.50MED
MED,1922,4,2,0,46,10,34.7,34.8,,5.50Ms,MED,,,5.50MED
MED,1922,11,4,4,20,12,37,20.5,,5.90Ms,MED,,,5.90MED
MED,1923,4,29,9,34,41,40.1,36.4,,5.90Ms,MED,,,5.90MED
MED,1924,11,20,20,27,45,38.5,30.8,,5.90Ms,MED,,,5.90MED
MED,1926,1,13,1,46,44,38,29.5,,5.80Ms,MED,,,5.80MED
MED,1926,3,18,17,52,54,35.9,29.8,80,5.50Ms,MED,,,5.50MED
MED,1926,10,23,1,58,40,40,20,,5.50Ms,MED,,,5.50MED
MED,1927,6,5,8,24,58,36,31,120,6.20Ms,MED,,,6.20MED
MED,1927,12,12,20,26,19,34.5,34,,5.50Ms,MED,,,5.50MED
MED,1928,2,22,17,50,48,32,35.5,,5.50Ms,MED,,,5.50MED
MED,1930,5,9,7,7,21,34.1,32.2,,5.70Ms,MED,,,5.70MED
MED,1930,9,11,12,36,49,37.5,31.3,,6.00Ms,MED,,,6.00MED
MED,1930,12,10,10,31,29,39.7,39.2,,5.60Ms,MED,,,5.60MED
MED,1931,1,4,0,0,43,38,23,,5.60Ms,MED,,,5.60MED
MED,1931,9,23,13,28,0,40.4,19.6,,5.50Ms,MED,,,5.50MED
MED,1933,3,14,1,19,39,38.4,25.3,,5.50Ms,MED,,,5.50MED
MED,1933,5,11,19,9,50,40.4,23.7,,6.30Ms,MED,,,6.30MED
MED,1935,3,31,3,21,31,41.1,20.4,,5.80Ms,MED,,,5.80MED
MED,1935,11,7,4,37,28,41.3,20.3,,5.60Ms,MED,,,5.60MED
MED,1936,1,14,15,11,28,36.6,23.1,,5.50Ms,MED,,,5.50MED
MED,1939,8,3,12,32,55,39.7,29.7,,5.50Ms,MED,,,5.50MED
MED,1939,11,21,8,48,52,39.7,39.7,,5.90Ms,MED,,,5.90MED
MED,1940,1,6,19,4,33,35.7,25.9,,5.60Ms,MED,,,5.60MED
MED,1940,7,30,0,12,15,39.6,35.2,,6.20Ms,MED,,,6.20MED
MED,1940,8,16,16,2,23,35.7,30.8,,5.50Ms,MED,,,5.50MED
MED,1942,2,5,1,15,58,38.8,27.7,,5.50Ms,MED,,,5.50MED
MED,1942,5,9,4,37,9,35.7,26.8,120,5.70Ms,MED,,,5.70MED
MED,1942,10,28,2,22,53,39.1,27.8,,6.00Ms,MED,,,6.00MED
MED,1942,12,2,19,4,27,41,34.9,,5.50Ms,MED,,,5.50MED
MED,1943,2,14,7,28,22,38,20,,5.80Ms,MED,,,5.80MED
MED,1943,7,22,7,9,28,38.8,20.6,,5.60Ms,MED,,,5.60MED
MED,1943,11,20,10,1,52,36.9,28.8,,5.70Ms,MED,,,5.70MED
MED,1944,5,27,23,52,32,36.2,27.2,,6.20Ms,MED,,,6.20MED
MED,1945,3,20,7,58,49,37.4,35.8,,6.00Ms,MED,,,6.00MED
MED,1946,2,21,15,43,4,38.3,31.8,,5.60Ms,MED,,,5.60MED
MED,1946,4,16,11,43,50,40.8,19.9,,5.50Ms,MED,,,5.50MED
MED,1948,10,18,8,59,53,35.5,27.2,,5.60Ms,MED,,,5.60MED
MED,1951,8,24,10,27,26,37.3,21.3,,5.50Ms,MED,,,5.50MED
MED,1954,1,2,1,13,41,37,27.1,140,5.50Ms,MED,,,5.50MED
MED,1954,3,8,8,17,18,38,20.6,,5.50Ms,MED,,,5.50MED
MED,1955,9,12,6,9,24,32.2,29.6,,6.60Ms,MED,,,6.60MED
MED,1956,12,18,17,53,3,31.6,35.5,,5.60Ms,MED,,,5.60MED
MED,1957,10,30,1,42,59,35.1,27.2,,5.60Ms,MED,,,5.60MED
MED,1957,11,27,3,8,4,39.2,22.6,,5.80Ms,MED,,,5.80MED
MED,1958,1,2,2,8,14,36.2,22.3,,5.70Ms,MED,,,5.70MED
MED,1958,4,3,2,23,42,41.1,19.8,,5.70Ms,MED,,,5.70MED
MED,1958,4,3,7,18,33,34.9,27.4,,5.60Ms,MED,,,5.60MED
MED,1958,5,27,18,27,45,36.8,26.7,166,5.50Ms,MED,,,5.50MED
MED,1958,7,17,5,37,6,40.6,23.4,,5.60Ms,MED,,,5.60MED
MED,1959,6,10,4,16,2,35.6,23.6,,5.50Ms,MED,,,5.50MED
MED,1959,6,13,12,1,58,34.8,32.5,60,5.60Ms,MED,,,5.60MED
MED,1959,9,16,5,13,50,35.2,26,,5.50Ms,MED,,,5.50MED
MED,1962,1,26,8,17,35,35.2,22.7,,6.30Ms,MED,,,6.30MED
MED,1962,6,11,7,15,37,43.6,18.3,,6.00Ms,MED,,,6.00MED
NEI,1963,5,10,10,57,34.7,40.9,47.8,150,5.50Mb,NEI,,,5.50NEI
NEI,1963,5,11,1,10,48.5,32.8,19.4,33,5.80Mb,NEI,,,5.80NEI
NEI,1963,5,23,10,15,8.9,36.6,30,226,5.60Mb,NEI,,,5.60NEI
NEI,1963,7,16,18,27,18.4,43.1,41.5,33,5.80Mb,NEI,,,5.80NEI
NEI,1963,7,26,4,17,12.5,42.1,21.4,5,5.88un,NEI,,,5.88NEI
NEI,1963,9,18,16,58,12.5,40.9,29.2,33,6.38un,NEI,,,6.38NEI
NEI,1963,12,16,13,47,56.4,37.1,20.9,15,5.60Mb,NEI,,,5.60NEI
NEI,1964,6,14,12,15,31.3,38,38.5,8,5.88un,NEI,,,5.88NEI
NEI,1964,10,6,14,31,19.2,40.3,28.2,10,6.00Mb,NEI,,,6.00NEI
NEI,1965,3,9,17,57,53.7,39.4,24,18,6.38un,NEI,,,6.38NEI
NEI,1965,3,31,9,47,30.7,38.6,22.4,78,6.75un,NEI,,,6.75NEI
NEI,1965,4,5,3,12,54.2,37.7,21.8,34,5.70Mb,NEI,,,5.70NEI
NEI,1965,4,9,23,57,3.2,35.1,24.3,51,6.00Mb,NEI,,,6.00NEI
NEI,1965,4,27,14,9,7.1,35.7,23.5,50,5.50Mb,NEI,,,5.50NEI
NEI,1965,7,6,3,18,42.7,38.4,22.4,20,6.25un,NEI,,,6.25NEI
NEI,1965,11,28,5,26,7.4,36.3,27.5,89,5.80Mb,NEI,,,5.80NEI
NEI,1966,2,5,2,1,45.5,39.1,21.7,22,5.60Mb,NEI,,,5.60NEI
NEI,1966,3,7,1,16,9.7,39.1,41.6,38,6.00un,NEI,,,6.00NEI
NEI,1966,5,9,0,42,54.2,34.5,26.4,20,5.50Mb,NEI,,,5.50NEI
NEI,1966,8,19,12,22,10.7,39.2,41.6,33,6.70Ms,NEI,,,6.70NEI
NEI,1966,8,20,12,1,43.2,39.1,40.7,33,5.50Mb,NEI,,,5.50NEI
NEI,1966,8,20,13,8,8.8,42,18.6,30,5.60Mb,NEI,,,5.60NEI
NEI,1966,10,29,2,39,26,38.9,21.1,8,5.80Mb,NEI,,,5.80NEI
NEI,1967,1,11,11,20,46.4,34.106,45.658,41,5.50Mb,NEI,,,5.50NEI
NEI,1967,2,9,14,8,18.2,39.977,20.253,1,5.50Mb,NEI,,,5.50NEI
NEI,1967,3,4,17,58,6.2,39.221,24.618,33,5.80Mb,NEI,,,5.80NEI
NEI,1967,5,1,7,8,58.6,39.581,21.246,5,5.60Mb,NEI,,,5.60NEI
NEI,1967,7,22,16,56,53.3,40.7,30.8,4,6.00Mb,NEI,,,6.00NEI
NEI,1967,7,26,18,53,1.3,39.5,40.4,33,5.60Mb,NEI,,,5.60NEI
NEI,1967,11,9,14,48,44.2,35.5,27.8,47,5.70Mb,NEI,,,5.70NEI
NEI,1967,11,30,7,23,51.5,41.5,20.5,29,6.00Mb,NEI,,,6.00NEI
NEI,1968,5,30,17,40,24.4,35.493,27.961,21,5.50Ms,NEI,,,5.50NEI
NEI,1968,9,3,8,19,52.2,41.79,32.306,5,6.60Ms,NEI,,,6.60NEI
NEI,1968,12,5,7,52,11,36.585,26.971,35,5.50Mb,NEI,,,5.50NEI
NEI,1969,1,14,23,12,7.9,36.175,29.203,33,6.00Ms,NEI,,,6.00NEI
NEI,1969,3,3,0,59,10.5,40.116,27.43,4,5.60Mb,NEI,,,5.60NEI
NEI,1969,3,23,21,8,42.6,39.163,28.483,12,5.60Ms,NEI,,,5.60NEI
NEI,1969,3,28,1,48,30.4,38.587,28.449,9,6.40Ms,NEI,,,6.40NEI
NEI,1969,4,3,22,12,23.8,40.738,19.885,33,5.50Ms,NEI,,,5.50NEI
NEI,1969,4,6,3,49,33.5,38.495,26.418,14,5.50Ms,NEI,,,5.50NEI
NEI,1969,6,12,15,13,31.1,34.405,25.061,25,5.80Ms,NEI,,,5.80NEI
NEI,1969,10,13,1,2,28.5,39.857,20.635,8,5.60Mb,NEI,,,5.60NEI
NEI,1970,3,28,21,2,23.4,39.182,29.488,20,7.10Ms,NEI,,,7.10NEI
NEI,1970,4,8,13,50,27.2,38.431,22.661,17,5.90Ms,NEI,,,5.90NEI
NEI,1970,5,14,18,12,28,43.034,47.089,44,6.50Ms,NEI,,,6.50NEI
NEI,1970,8,19,2,1,53.1,41.099,19.771,33,5.70Ms,NEI,,,5.70NEI
NEI,1970,10,25,11,22,18.2,36.769,45.129,19,5.50Mb,NEI,,,5.50NEI
NEI,1970,12,20,11,1,48,39.401,29.235,38,5.50un,NEI,,,5.50NEI
NEI,1971,5,12,6,25,13,37.588,29.757,23,5.90Ms,NEI,,,5.90NEI
NEI,1971,5,22,16,43,58.7,38.829,40.521,3,6.70Ms,NEI,,,6.70NEI
NEI,1971,5,25,5,43,27,39.027,29.737,24,5.80Mb,NEI,,,5.80NEI
NEI,1971,7,11,20,12,54.8,37.174,36.796,9,5.80Ms,NEI,,,5.80NEI
NEI,1972,5,4,21,40,0.9,35.124,23.612,46,6.30Ms,NEI,,,6.30NEI
NEI,1972,9,13,4,13,20.5,37.928,22.387,83,6.00Mb,NEI,,,6.00NEI
NEI,1972,9,17,14,7,15.6,38.283,20.34,33,6.30Ms,NEI,,,6.30NEI
NEI,1973,11,29,10,57,42.7,35.181,23.797,26,5.70Mb,NEI,,,5.70NEI
NEI,1975,2,26,8,0,5.4,40.085,24.697,34,5.50un,NEI,,,5.50NEI
NEI,1975,3,27,5,15,6.2,40.418,26.139,5,6.70Ms,NEI,,,6.70NEI
NEI,1975,4,30,4,28,56.9,36.184,30.772,56,5.60Mb,NEI,,,5.60NEI
NEI,1975,9,6,9,20,10.9,38.474,40.723,26,6.70Ms,NEI,,,6.70NEI
NEI,1976,1,18,15,10,32.7,38.896,20.6,33,5.70Ms,NEI,,,5.70NEI
NEI,1976,4,29,22,18,9.1,40.888,42.855,44,5.50Ms,NEI,,,5.50NEI
NEI,1976,5,11,16,59,48.2,37.56,20.352,33,6.40Ms,NEI,,,6.40NEI
NEI,1976,7,28,20,17,42.3,43.172,45.603,21,6.10Ms,NEI,,,6.10NEI
NEI,1976,11,7,11,7,57.2,33.235,47.963,51,5.50Mb,NEI,,,5.50NEI
NEI,1976,11,24,12,22,18.8,39.121,44.029,36,7.30Ms,NEI,,,7.30NEI
NEI,1977,6,1,12,54,49.2,36.243,31.344,67,5.70Mb,NEI,,,5.70NEI
NEI,1977,6,5,4,45,7.6,32.636,48.086,40,5.80Ms,NEI,,,5.80NEI
NEI,1977,9,11,23,19,23.7,35.048,23.029,33,6.00Ms,NEI,,,6.00NEI
NEI,1977,10,5,5,34,46.8,40.963,33.411,33,5.80Ms,NEI,,,5.80NEI
NEI,1977,11,28,2,59,10.8,36.05,27.761,85,5.60Mb,NEI,,,5.60NEI
NEI,1978,4,13,18,5,25.8,43.269,20.919,33,5.70Ms,NEI,,,5.70NEI
NEI,1978,5,26,13,43,38.2,41.963,46.546,38,5.60Mb,NEI,,,5.60NEI
NEI,1978,6,20,20,3,21,40.739,23.229,3,6.40Ms,NEI,,,6.40NEI
NEI,1978,11,4,15,22,19.3,37.674,48.901,34,6.10Mb,NEI,,,6.10NEI
NEI,1978,12,14,7,5,20.6,32.139,49.646,33,6.20Ms,NEI,,,6.20NEI
NEI,1979,4,15,6,19,44.1,42.096,19.209,10,6.90Ms,NEI,,,6.90NEI
NEI,1979,5,15,6,59,21.2,34.53,24.437,33,5.60Ms,NEI,,,5.60NEI
NEI,1979,5,28,9,27,32.4,36.409,31.751,98,5.90Mb,NEI,,,5.90NEI
NEI,1979,6,14,11,44,45.9,38.808,26.527,23,5.80Mb,NEI,,,5.80NEI
NEI,1979,6,15,11,34,15.6,34.955,24.243,33,5.60Mb,NEI,,,5.60NEI
NEI,1980,5,4,18,35,20.4,38.053,48.985,46,6.20Ms,NEI,,,6.20NEI
NEI,1980,5,18,20,2,57.5,43.294,20.837,9,5.80Ms,NEI,,,5.80NEI
NEI,1980,7,9,2,11,52.8,39.269,23.041,14,6.40Ms,NEI,,,6.40NEI
NEI,1980,10,19,17,24,9.9,32.762,48.572,42,5.80Ms,NEI,,,5.80NEI
NEI,1980,12,18,12,34,15.6,36.009,44.67,33,5.80Ms,NEI,,,5.80NEI
NEI,1981,2,24,20,53,38.4,38.222,22.934,33,6.70Ms,NEI,,,6.70NEI
NEI,1981,3,10,15,16,19.8,39.481,20.699,31,5.60Mb,NEI,,,5.60NEI
NEI,1981,7,23,0,5,30.72,37.141,45.23,33,5.60Mb,NEI,,,5.60NEI
NEI,1981,8,4,18,35,41.27,38.072,49.34,27,5.50Mb,NEI,,,5.50NEI
NEI,1981,12,19,14,10,50.72,39.243,25.227,10,6.20Mb,NEI,,,6.20NEI
NEI,1982,8,17,22,22,24.43,33.772,22.961,31,6.00Mb,NEI,,,6.00NEI
NEI,1982,11,16,23,41,21.03,40.883,19.59,21,5.60Mb,NEI,,,5.60NEI
NEI,1983,1,17,12,41,29.7,38.026,20.228,14.3,6.10Mb,NEI,,,6.10NEI
NEI,1983,3,19,21,41,42.88,35.081,25.35,65,5.70Mb,NEI,,,5.70NEI
NEI,1983,5,28,11,35,51.92,32.594,48.581,18,5.60Mb,NEI,,,5.60NEI
NEI,1983,7,5,12,1,27.38,40.324,27.222,10,5.70Mb,NEI,,,5.70NEI
NEI,1983,7,22,2,41,0.88,36.948,49.18,41.3,5.60Mb,NEI,,,5.60NEI
NEI,1983,8,6,15,43,51.24,40.142,24.766,2.4,6.20Mb,NEI,,,6.20NEI
NEI,1983,9,27,23,59,38.45,36.688,26.912,158.6,5.50Mb,NEI,,,5.50NEI
NEI,1983,10,30,4,12,27.13,40.33,42.187,11.6,6.10Mb,NEI,,,6.10NEI
NEI,1984,6,21,10,43,42.12,35.36,23.238,39.1,5.80Mb,NEI,,,5.80NEI
NEI,1985,4,30,18,14,12.71,39.266,22.81,26.9,5.50Mb,NEI,,,5.50NEI
NEI,1985,9,27,16,39,48.75,34.506,26.599,61.4,5.60Mb,NEI,,,5.60NEI
NEI,1985,11,21,21,57,14.92,41.703,19.388,24.6,5.50Mb,NEI,,,5.50NEI
NEI,1986,5,5,3,35,38.83,37.993,37.806,9.6,5.90Mb,NEI,,,5.90NEI
NEI,1986,5,13,8,44,2.14,41.431,43.737,10,5.70Mb,NEI,,,5.70NEI
NEI,1986,9,13,17,24,31.49,37.014,22.176,11.2,6.00Mb,NEI,,,6.00NEI
NEI,1986,10,11,9,0,10.55,37.931,28.574,5,5.50Mb,NEI,,,5.50NEI
NEI,1988,10,16,12,34,5.66,37.938,20.932,25.2,5.50Mb,NEI,,,5.50NEI
NEI,1988,12,7,7,41,24.2,40.987,44.185,5.4,6.20Mb,NEI,,,6.20NEI
NEI,1990,6,16,2,16,21.12,39.258,20.528,31.7,5.60Mb,NEI,,,5.60NEI
NEI,1990,6,20,21,0,9.98,36.957,49.409,18.5,6.40Mb,NEI,,,6.40NEI
NEI,1990,12,21,6,57,42.99,41.004,22.3,13.3,5.80Mb,NEI,,,5.80NEI
NEI,1991,4,29,9,12,48.1,42.453,43.673,17.2,6.20Mb,NEI,,,6.20NEI
NEI,1991,11,28,17,19,55.53,36.924,49.603,15.7,5.60Mb,NEI,,,5.60NEI
NEI,1992,3,13,17,18,39.98,39.71,39.605,27.2,6.20Mb,NEI,,,6.20NEI
NEI,1992,4,30,11,44,38.95,35.059,26.655,20,5.70Mb,NEI,,,5.70NEI
NEI,1992,10,12,13,9,55.51,29.778,31.144,21.5,5.90Mb,NEI,,,5.90NEI
NEI,1992,10,23,23,19,45.2,42.589,45.104,16.4,6.10Mb,NEI,,,6.10NEI
NEI,1992,11,6,19,8,9.25,38.16,26.998,17.2,5.70Mb,NEI,,,5.70NEI
NEI,1992,11,18,21,10,41.49,38.307,22.452,14.5,5.90Mb,NEI,,,5.90NEI
NEI,1992,11,21,5,7,21.74,35.916,22.491,65,5.90Mb,NEI,,,5.90NEI
NEI,1993,8,3,12,43,5.36,28.729,34.553,10,5.90Mb,NEI,,,5.90NEI
NEI,1994,5,23,6,46,16.12,35.559,24.727,76,6.10un,NEI,,,6.10NEI
NEI,1994,9,1,16,12,40.75,41.183,21.196,14,5.80Mb,NEI,,,5.80NEI
NEI,1995,2,23,21,3,1.34,35.046,32.279,10,5.80Mb,NEI,,,5.80NEI
NEI,1995,5,13,8,47,12.73,40.149,21.695,14,6.60Ms,NEI,,,6.60NEI
NEI,1995,6,15,0,15,48.73,38.401,22.283,14.2,6.10Mb,NEI,,,6.10NEI
NEI,1995,10,1,15,57,16.2,38.063,30.134,33,6.40Mw,NEI,,,6.40NEI
NEI,1995,11,22,4,15,11.94,28.826,34.799,10,7.20Mw,NEI,,,7.20NEI
NEI,1995,12,5,18,49,30.46,39.44,40.153,14.9,5.80Mw,NEI,,,5.80NEI
NEI,1995,12,7,18,0,54.38,34.795,24.103,33,5.60Mw,NEI,,,5.60NEI
NEI,1996,4,26,7,1,27.52,36.366,28.042,74.6,5.50Mw,NEI,,,5.50NEI
NEI,1996,7,20,0,0,41.88,36.147,27.103,33,6.20Me,NEI,,,6.20NEI
NEI,1996,8,14,1,55,2.56,40.754,35.34,10,5.80Mw,NEI,,,5.80NEI
NEI,1996,10,9,13,10,52.13,34.556,32.126,33,6.80Mw,NEI,,,6.80NEI
NEI,1996,12,24,22,16,26.17,34.294,38.712,29.2,5.50Mw,NEI,,,5.50NEI
NEI,1997,1,22,17,57,18.7,36.25,35.951,10,5.70Mw,NEI,,,5.70NEI
NEI,1997,2,28,12,57,18.64,38.075,48.05,10,6.10Mw,NEI,,,6.10NEI
NEI,1997,7,27,10,7,52.55,35.582,21.064,33,5.80Mw,NEI,,,5.80NEI
NEI,1997,10,13,13,39,37.49,36.379,22.071,24,6.50Mw,NEI,,,6.50NEI
NEI,1997,11,5,21,10,28.68,38.438,22.284,23.8,5.60Mw,NEI,,,5.60NEI
NEI,1997,11,14,21,38,51.6,38.859,25.795,17.9,6.10Mw,NEI,,,6.10NEI
NEI,1997,11,18,13,7,41.73,37.57,20.656,33,6.60Me,NEI,,,6.60NEI
NEI,1998,1,10,19,21,56.51,37.264,20.793,33,5.50Mw,NEI,,,5.50NEI
NEI,1998,4,29,3,30,39.34,36.138,21.94,33,5.50Mw,NEI,,,5.50NEI
NEI,1998,5,28,18,33,28.1,31.401,27.667,10,5.50Mw,NEI,,,5.50NEI
NEI,1998,6,27,13,55,52.08,36.878,35.307,33,6.30Mw,NEI,,,6.30NEI
NEI,1998,7,9,14,19,18.41,38.717,48.507,26,6.00Me,NEI,,,6.00NEI
NEI,1998,8,5,14,27,0.33,33.208,46.251,33,5.60Mw,NEI,,,5.60NEI
NEI,1999,1,31,5,7,13.63,43.157,46.841,33,5.90Me,NEI,,,5.90NEI
NEI,1999,6,4,9,12,50.07,40.802,47.448,33,5.50Mw,NEI,,,5.50NEI
NEI,1999,8,17,0,1,39.13,40.748,29.864,17,7.60Mw,NEI,,,7.60NEI
NEI,1999,9,7,11,56,49.38,38.119,23.605,10,6.00Mw,NEI,,,6.00NEI
NEI,1999,10,5,0,53,28.97,36.73,28.24,33,5.60Mw,NEI,,,5.60NEI
NEI,1999,11,12,16,57,19.71,40.73,31.122,10,7.10Mw,NEI,,,7.10NEI
NEI,1999,12,3,17,6,54.55,40.341,42.307,14.4,5.80Mw,NEI,,,5.80NEI
Papaz.,-550,,,,,,36.9,22.4,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,-550,,,,,,37.4,24.9,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,-510,,,,,,39.3,22.4,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,-496,,,,,,38.4,26.2,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,-490,,,,,,37.7,23.2,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,-489,,,,,,37.4,25.3,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,-480,,,,,,37.9,23.3,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,-479,,,,,,39.7,23.3,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,-464,,,,,,36.9,22.5,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,-431,,,,,,37.4,25.1,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,-427,,,,,,38.5,23.1,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,-426,,,,,,38.85,22.78,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,-420,,,,,,38,22.8,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,-414,,,,,,37.8,22.8,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,-413,,,,,,37,22.4,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,-412,,,,,,36.8,27.2,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,-401,,,,,,37.7,21.4,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,-388,,,,,,37.6,22.8,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,-373,,,,,,37.5,25.2,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,-373,,,,,,38.2,22.2,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,-360,,,,,,40.1,26.2,,7.00M,Papaz.,,,7.00Papaz.
