Cat,Year,Mo.,Da.,Hr.,Min.,Sec.,Latitude,Longitude,depth,mag_magtype,provider,mag_magtype,provider,Mw_source
Papaz.,1785,6,13,,,,38.3,23.6,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1786,2,5,,,,39.2,20.3,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1787,6,19,3,,,39.6,21.8,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1791,11,2,,,,37.8,21,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1794,6,11,,,,38.3,22.4,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1794,8,5,,,,40.1,29.7,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1795,,,,,,36,23,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1797,3,,,,,40.3,24.8,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1804,6,8,,,,38.2,21.7,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1805,7,3,4,,,35.1,23.9,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1805,9,17,,,,38,24,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1806,1,23,,,,38.2,21.8,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1809,5,4,,,,39.6,20.3,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1810,2,16,21,15,,35.5,25.6,,7.80M,Papaz.,,,7.80Papaz.
Papaz.,1811,6,15,,,,37.6,20.9,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1812,5,29,,,,40.5,21.3,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1813,12,10,13,,,39.58,20.65,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1815,,,,,,38.8,20.7,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1815,12,,,,,34.9,25.9,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1817,8,23,8,,,38.3,22.1,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1818,4,25,,,,42.8,23.3,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1820,2,21,,,,38.8,20.6,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1820,3,,,,,38.4,26.2,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1820,12,29,3,45,,37.7,21.1,,6.90M,Papaz.,,,6.90Papaz.
Papaz.,1823,6,19,,,,39.5,20.3,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1825,1,19,,,,38.7,20.6,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1826,1,26,,,,39,20.6,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1829,5,5,9,,,41.1,24.5,,7.30M,Papaz.,,,7.30Papaz.
Papaz.,1831,4,3,,,,37.7,26.8,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1833,1,19,,,,40.5,19.4,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1833,6,10,,,,39.4,21.3,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1837,3,20,9,45,,37.43,23.35,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1840,10,30,9,29,,37.9,20.9,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1842,4,18,,,,36.7,22.3,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1843,9,5,,,,41.2,20.1,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1843,10,18,,,,36.3,27.7,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1845,6,23,,,,38.6,27.5,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1845,10,11,2,,,39.1,26.3,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1846,3,28,17,,,35.8,25,90,7.70M,Papaz.,,,7.70Papaz.
Papaz.,1846,6,11,2,,,37.15,22,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1846,6,13,,,,37.6,27,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1851,2,28,15,,,36.5,29,,7.10M,Papaz.,,,7.10Papaz.
Papaz.,1851,10,12,7,,,40.7,19.4,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1853,8,18,8,30,,38.4,23.4,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1854,7,30,1,30,,39.8,20.2,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1855,2,28,3,,,40.2,29.1,,7.40M,Papaz.,,,7.40Papaz.
Papaz.,1855,4,11,,,,40.2,29.2,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1855,7,3,,,,41.9,19.6,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1856,10,12,2,45,,35.6,26,,8.20M,Papaz.,,,8.20Papaz.
Papaz.,1856,11,13,,,,38.4,26.1,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1858,2,21,9,,,37.87,22.88,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1858,4,5,,,,39.7,20.7,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1858,9,20,,,,40,20.1,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1858,9,30,,,,42.8,23.5,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1858,10,10,9,30,,40.14,19.78,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1859,8,21,2,,,40.1,26,,6.90M,Papaz.,,,6.90Papaz.
Papaz.,1860,4,10,,,,40.2,20.1,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1860,6,7,,,,40.2,29.1,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1860,8,6,,,,40.5,25.8,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1861,12,26,6,30,,38.25,22.16,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1862,3,14,,,,38.3,20.4,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1862,3,24,,,,36.4,27.4,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1862,6,21,5,30,,36.9,24.4,150,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1862,10,4,5,,,40.5,19.6,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1862,11,3,3,,,38.5,27.9,,6.90M,Papaz.,,,6.90Papaz.
Papaz.,1863,4,22,21,30,,36.4,27.6,90,7.80M,Papaz.,,,7.80Papaz.
Papaz.,1863,8,16,,,,38.3,26.1,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1863,11,6,,,,40.5,29.1,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1864,6,14,,,,40.3,25.1,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1864,10,2,,,,36.1,29.5,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1864,10,21,,,,39.4,23.3,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1865,2,23,,,,40.2,26.2,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1865,7,23,21,30,,39.4,26.2,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1865,10,10,,,,40.8,20,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1865,10,11,,,,37.7,27,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1865,11,11,,,,38.3,26.2,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1866,1,2,10,,,40.4,19.6,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1866,1,31,,,,36.4,25.4,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1866,2,2,,,,38.4,26,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1866,2,6,,,,36,23,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1866,12,4,,,,40.1,20.1,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1866,12,6,16,,,42,23,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1867,1,27,,,,39.6,20.8,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1867,2,4,4,19,,38.39,20.52,,7.40M,Papaz.,,,7.40Papaz.
Papaz.,1867,3,7,18,,,39.25,26.21,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1867,3,29,,,,41.2,24.2,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1867,9,20,,,,36.73,22.45,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1868,5,3,,,,37.6,26.9,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1868,10,3,,,,39.2,23.4,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1869,4,18,,,,36.5,27.6,,6.90M,Papaz.,,,6.90Papaz.
Papaz.,1869,8,14,,,,40.3,19.7,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1869,9,1,,,,41.2,19.5,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1869,12,1,18,,,36.98,28.32,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1869,12,28,,,,38.85,20.8,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1870,2,22,,,,36.4,28.8,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1870,8,1,0,41,,38.48,22.55,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1870,9,28,,,,41.3,19.6,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1871,4,9,,,,39.6,20.1,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1872,2,11,20,,,39.7,20.2,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1873,1,31,,,,37.8,27.1,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1873,7,25,,,,37.7,23.2,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1873,10,25,,,,37.9,21,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1874,3,18,5,,,38.5,23.75,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1874,11,16,,,,36.5,27.9,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1875,7,5,,,,37.7,26.9,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1876,6,26,,,,37.8,22.8,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1877,10,14,,,,37.7,27,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1878,4,19,,,,40.7,29.7,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1880,7,29,4,40,,38.5,27.2,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1881,4,3,11,40,,38.3,26.2,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1883,10,15,15,30,,38.3,26.6,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1885,3,28,,,,37.15,21.9,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1886,8,27,21,32,,37.1,21.5,,7.50M,Papaz.,,,7.50Papaz.
Papaz.,1887,5,14,5,30,,40.2,25.2,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1887,7,17,7,,,35.7,26,100,7.50M,Papaz.,,,7.50Papaz.
Papaz.,1887,10,3,22,53,,38.05,22.65,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1888,9,9,,,,38.23,22.11,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1889,8,25,,,,38.4,22,80,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1889,10,25,22,56,,39.2,25.9,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1890,5,26,,,,38.5,25.5,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1890,12,14,,,,37.9,27.1,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1891,5,11,,,,37.5,24.5,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1891,6,27,,,,39,20.7,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1893,2,9,18,,,40.59,25.53,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1893,3,12,,,,37.9,26.9,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1893,4,17,,,,37.68,20.81,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1893,5,23,22,2,,38.31,23.25,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1893,6,14,,,,40.1,19.7,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1894,4,27,19,21,,38.66,23.04,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1895,5,13,,,,40.2,19.7,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1895,5,14,,,,39.42,20.61,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1896,9,28,,,,41.1,20.7,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1896,10,27,,,,36.4,27.9,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1897,1,17,,,,39.9,20.1,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1897,5,28,22,35,,37.5,22.5,90,7.50M,Papaz.,,,7.50Papaz.
Papaz.,1898,6,2,21,40,,37.6,22.5,90,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1898,7,31,5,40,,39.65,20.81,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1899,1,22,9,56,,37.2,21.6,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1899,9,20,2,22,,37.82,28.25,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1904,4,4,10,25,55,41.8,23,,7.70M,Papaz.,,,7.70Papaz.
Papaz.,1904,8,11,6,8,30,37.66,26.93,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1905,,1,20,,,39.67,22.83,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1905,6,1,4,42,15,42.05,19.5,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1909,5,30,6,14,30,38.44,22.14,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1910,2,18,5,9,18,35.7,23.8,90,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1911,2,18,21,35,12,40.9,20.8,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1911,4,30,20,42,30,36,30,180,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1911,10,22,22,31,45,39.6,23.3,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1912,2,13,8,3,53,40.9,20.6,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1913,9,30,7,33,39,35,24,60,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1914,10,17,6,22,32,38.31,23.34,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1914,11,27,14,39,46,38.72,20.62,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1915,1,27,1,9,56,38.36,20.6,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1915,8,7,15,4,3,38.5,20.62,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1917,5,23,5,46,27,39,20.5,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1917,12,24,9,13,55,38.4,21.7,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1919,10,25,17,10,0,36.5,25.3,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1919,11,18,21,54,50,39.2,27.4,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1919,12,22,23,41,6,40.1,20.7,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1920,11,15,9,20,43,36,25.7,120,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1920,11,26,8,51,0,40.3,20,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1921,9,13,8,59,53,38.9,21.18,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1922,12,7,16,22,10,41.71,20.76,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1923,12,5,20,56,35,40,23.4,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1926,3,1,20,2,0,37,29.4,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1926,12,17,11,39,55,41.3,19.5,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1928,4,18,19,22,48,42.1,25,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1928,4,22,20,13,46,37.94,22.98,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1930,2,23,18,19,12,39.6,23.1,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1930,3,31,12,33,48,39.47,23.03,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1930,4,17,20,6,39,37.78,22.99,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1930,11,21,2,0,25,40.21,19.62,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1931,3,8,1,50,28,41.28,22.49,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1939,9,20,0,19,26,38,21,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1940,2,29,16,7,44,35.7,25.9,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1941,3,1,3,52,47,39.67,22.54,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1942,11,15,17,1,15,39.4,28.1,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1944,6,25,4,16,19,39.05,29.26,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1944,7,30,4,0,35,36.7,22.4,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1945,9,2,11,54,5,34.4,28.9,80,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1947,10,6,19,55,34,36.96,21.68,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1953,8,12,9,23,52,38.1,20.6,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1953,10,21,18,39,52,38.6,20.96,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1954,4,30,13,2,36,39.28,22.29,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1957,3,8,12,21,13,39.38,22.63,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1957,4,25,2,25,42,36.5,28.6,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1958,6,30,8,42,44,36.4,27.3,110,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1958,8,27,15,16,34,37.4,21,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1959,5,14,6,36,56,35,24.72,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1959,9,1,11,37,40,40.81,19.8,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1959,11,15,17,8,43,37.78,20.53,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1960,5,26,5,10,11,40.63,20.65,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1962,4,10,21,37,7,37.8,20.1,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1962,7,6,9,16,16,37.81,20.2,,6.10M,Papaz.,,,6.10Papaz.
PDE,1953,7,9,21,23,48,30,42.5,,6.63UK,PAS,,,6.60PAS
PDE,1953,9,10,4,5,58,35,32.5,,6.50UK,PAS,,,6.50PAS
PDE,1954,11,7,22,52,47,40,40,,5.50UK,UPP,,,5.50UPP
PDE,1955,12,17,8,6,42,33.5,49,,5.75UK,KIR,,,5.70KIR
PDE,1956,4,12,22,34,44,37,50,,5.50UK,MOS,,,5.50MOS
PDE,1956,11,2,16,4,30,39,23,,5.75UK,ATH,,,5.70ATH
PDE,1956,12,18,17,53,0,30.5,35.5,,6.00UK,PAS,,,6.00PAS
PDE,1958,10,26,12,40,30,37.5,44.5,,5.60UK,QUE,,,5.60QUE
PDE,1959,10,5,20,34,4,41,20,,5.50UK,UPP,,,5.50UPP
PDE,1960,2,21,9,29,15,38,42,,5.50UK,MOS,,,5.50MOS
PDE,1961,7,19,23,0,56.7,37.9,20.2,37,5.50UK,UPP,,,5.50UPP
PDE,1961,10,2,7,21,44.7,36.7,21.9,33,5.88ML,ATH,,,5.90ATH
ROM,1901,3,31,7,10,24,43.4,28.7,14,7.20Ms,ROM,,,7.20ROM
ROM,1901,7,30,3,30,0,43.4,28.7,15,6.00Ms,ROM,,,6.00ROM
SSR,1139,,,,,,40.3,46.3,15,6.80MI,IPE,,,6.80IPE
SSR,1235,,,,,,40.6,46.2,11,5.70MI,IPE,,,5.70IPE
SSR,1250,,,,,,41.6,47.2,15,5.70MI,IPE,,,5.70IPE
SSR,1275,4,14,,,,41.8,44.6,28,6.70MI,IPE,,,6.70IPE
SSR,1283,,,,,,41.7,43.2,14,6.30MI,IPE,,,6.30IPE
SSR,1308,,,,,,39.4,46.2,15,6.10MI,IPE,,,6.10IPE
SSR,1318,,,,,,41.8,44.6,11,5.50MI,IPE,,,5.50IPE
SSR,1350,,,,,,43,43,20,6.50MI,IPE,,,6.50IPE
SSR,1530,,,,,,42,45.4,15,5.70MI,IPE,,,5.70IPE
SSR,1640,2,27,,,,38.2,46.3,15,6.10MI,IPE,,,6.10IPE
SSR,1652,6,8,20,,,42.1,47.7,11,5.80MI,IPE,,,5.80IPE
SSR,1667,12,,,,,40.6,48.6,12,6.90MI,IPE,,,6.90IPE
SSR,1669,1,14,,,,40.6,48.6,10,6.00MI,IPE,,,6.00IPE
SSR,1679,6,4,4,0,,40.1,44.7,15,5.90MI,IPE,,,5.90IPE
SSR,1721,4,26,,,,38.1,46.3,15,6.50MI,IPE,,,6.50IPE
SSR,1742,7,24,,,,42.1,45.2,14,6.00MI,IPE,,,6.00IPE
SSR,1780,1,17,22,15,,38.2,46.2,21,6.70MI,IPE,,,6.70IPE
SSR,1785,2,23,23,,,43.1,46.3,17,5.50MI,IPE,,,5.50IPE
SSR,1828,8,9,16,0,,40.7,48.4,10,5.70MI,IPE,,,5.70IPE
SSR,1830,3,9,11,22,,43,47,16,6.30MI,IPE,,,6.30IPE
SSR,1840,7,2,16,0,,39.7,44.4,18,6.70MI,IPE,,,6.70IPE
SSR,1841,5,17,19,0,,39.4,45,15,5.70MI,IPE,,,5.70IPE
SSR,1859,6,11,13,0,,40.7,48.5,10,5.90MI,IPE,,,5.90IPE
SSR,1861,2,28,,,,39.4,47.8,35,5.60MI,IPE,,,5.60IPE
SSR,1861,5,24,13,0,,39.4,47.5,32,6.20MI,IPE,,,6.20IPE
SSR,1862,12,19,2,30,,39.7,47.9,25,5.90MI,IPE,,,5.90IPE
SSR,1863,12,30,19,0,,38.5,48,10,5.80MI,IPE,,,5.80IPE
SSR,1867,7,23,12,,,40.6,46.3,15,5.80MI,IPE,,,5.80IPE
SSR,1868,3,18,18,30,,40,46.8,35,6.30MI,IPE,,,6.30IPE
SSR,1868,4,11,3,30,,40,41.7,15,5.70MI,IPE,,,5.70IPE
SSR,1872,1,28,7,0,,40.6,48.7,7,5.70MI,IPE,,,5.70IPE
SSR,1878,5,4,,,,41.6,48.1,21,5.70MI,IPE,,,5.70IPE
SSR,1879,3,22,1,0,,39.2,47.6,11,6.50MI,IPE,,,6.50IPE
SSR,1886,10,16,8,35,,43.5,45.9,30,5.80MI,IPE,,,5.80IPE
SSR,1889,6,26,12,45,,42.5,48,42,5.90MI,IPE,,,5.90IPE
SSR,1902,2,13,9,39,30,40.7,48.6,15,6.90mB,IPE,,,6.80IPE
SSR,1902,2,21,6,21,1,41.8,48.8,36,5.60mB,IPE,,,5.60IPE
SSR,1903,7,5,21,54,,41.8,48.7,40,5.50mB,IPE,,,5.50IPE
SSR,1906,2,20,20,54,0,41.5,48.4,75,5.90MD,IPE,,,5.90IPE
SSR,1909,10,30,17,36,39,42.4,48,40,5.80mB,IPE,,,5.80IPE
SSR,1912,8,10,1,17,36,43.5,45.1,50,5.70MI,IPE,,,5.70IPE
SSR,1912,10,12,19,48,57,41.4,43.7,28,5.60mB,IPE,,,5.60IPE
SSR,1913,1,27,19,38,32,39.3,43,15,5.60mB,IPE,,,5.60IPE
SSR,1913,3,25,14,3,56,41.8,48.3,70,5.70mB,IPE,,,5.70IPE
SSR,1921,6,29,11,37,55,43.9,42.8,22,5.60mB,IPE,,,5.60IPE
SSR,1924,2,19,7,0,2,39.4,48.6,75,6.60mB,IPE,,,6.50IPE
SSR,1934,10,29,16,15,45,39.9,47.8,30,5.70mB,IPE,,,5.70IPE
SSR,1940,10,18,12,25,41,39.6,42.2,15,5.60mB,IPE,,,5.60IPE
SSR,1947,8,15,4,11,3,42.5,45,25,5.50mB,IPE,,,5.50IPE
SSR,1958,5,6,4,15,45,43.14,47.77,5,5.50mB,IPE,,,5.50IPE
GREEK,1947,4,12,14,5,9,39.7,25.2,,5.70Ms,GREEK,,,5.70GREEK
